id_advert,modele,size,brand,price,price_decimal,ressell_price,promoted,identic_title_description,short_description,secure_description,has_emoji_description,other_campus_dressing,other_campus_dressing_count,hype_products_dressing,hype_products_dressing_count,other_campus_sell,other_campus_sell_count,hype_products_sell,hype_products_sell_count,description_user,sell_sneaker_account,item_count,total_items_count,given_item_count,taken_item_count,feedback_reputation,followers_count,following_count,gender,photo,is_publish_photos_agreed,expose_location,city,country_title,verification_facebook,verification_google,verification_phone,scam
3978592851,grey,37.0,adidas Superstar,65.0,0,216,0,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,0,3,3,0,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3982106780,pink,37.0,adidas,70.1,1,143,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,2,1,0,0.8,1,0,F,1,0,1,Crosne,France,0,0,1,1
3981950771,black,39.0,adidas Originals,78.99,0,129,0,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,1,0,4,8,5,0,0.0,0,0,not_specified,1,0,1,Agoncillo,Spain,0,0,0,1
3983234085,grey,38.0,adidas Superstar,65.0,0,143,0,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,0,3,3,1,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3983190571,grey,38.0,adidas Superstar,65.0,0,143,0,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,0,3,3,0,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3983165514,grey,40.0,adidas Superstar,54.9,0,231,0,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,0,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3983216730,black,41.0,adidas Superstar,50.65,1,110,0,0,1,0,0,1.0,19,0.0,0,0.0,0,0.0,0,1,0,20,20,0,0,0.0,0,0,not_specified,1,0,1,Douai,Frankrijk,0,0,1,1
3983286309,grey,39.0,adidas Superstar,65.0,0,137,0,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,0,3,3,0,0,0.0,0,0,not_specified,1,0,1,Paris,Frankreich,0,0,1,1
3983358692,black,39.0,adidas Originals,79.0,0,129,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,3,2,0,0.0,0,0,not_specified,1,0,1,Le Havre,Frankreich,0,0,0,1
3982410228,crystal,38.5,adidas Originals,100.0,0,131,0,0,0,0,1,0.0,0,0.0,0,0.25,2,0.0,0,1,0,4,22,19,0,1.0,0,0,not_specified,1,0,1,Rueil-Malmaison,Francia,1,0,1,1
3979267179,pink,38.0,adidas Originals,100.0,0,155,0,0,1,0,0,1.0,1,0.0,0,0.0,0,0.0,0,1,0,2,12,10,0,1.0,2,0,not_specified,1,0,1,Cholet,Frankreich,1,0,1,1
3983299032,black,37.5,adidas Originals,86.35,1,111,0,0,0,0,0,0.125,1,0.0,0,0.9090909090909092,10,0.0,0,1,0,9,23,15,0,0.92,1,0,not_specified,1,0,1,Chaumont,France,0,0,1,1
3982616789,green,38.0,adidas Superstar,59.9,0,126,0,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,2,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3983263286,black,41.0,Campus,88.7,1,110,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,1,0,0,0.0,0,0,F,1,0,1,Nice,France,1,0,0,1
3982893409,black,37.0,adidas,88.0,0,111,0,1,1,0,0,0.0,0,0.0,0,0.25,2,0.125,1,1,0,2,9,8,8,1.0,0,0,not_specified,1,0,1,Pau,France,0,0,1,1
3982557107,grey,38.0,adidas Superstar,69.9,0,143,0,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,0,0,0.0,0,0,not_specified,1,0,1,Paris,Frankreich,0,0,1,1
3980579859,grey,39.0,Campus,96.3,1,137,0,1,1,0,0,0.0,0,0.0,0,0.1111111111111111,7,0.0634920634920634,4,1,0,2,16,16,395,1.0,3,0,F,1,0,1,Saint-Laurent-Nouan,Francia,0,0,1,1
3983315532,black,41.0,adidas Superstar,58.0,0,110,0,0,1,0,0,1.0,3,0.0,0,0.0,0,0.0,0,1,0,4,4,0,0,0.0,0,0,not_specified,1,0,1,Marseille,France,0,0,1,1
3982503664,green,39.0,adidas Superstar,64.9,0,136,0,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,2,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3981581076,grey,39.0,adidas Superstar,56.78,1,137,0,0,0,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,0,0,0.0,0,0,not_specified,1,0,1,Nantes,France,0,0,1,1
3983351931,grey,40.0,adidas Superstar,60.0,0,231,0,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,1,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,0,1
3970515135,black,44.5,adidas,160.0,0,117,1,0,0,0,0,0.0,0,0.0,0,0.037037037037037,1,0.1111111111111111,3,0,0,2,19,18,17,0.92,107,6,M,1,0,1,Couëron,France,1,0,1,0
3982747240,grey,37.0,adidas Superstar,65.0,0,216,0,0,0,0,0,1.0,2,0.0,0,0.0,0,0.0,0,1,0,3,3,5,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3981918994,grey,36.0,adidas,102.5,0,188,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,3,6,4,4,0.8,2,0,F,1,1,1,Nancy,France,1,0,0,1
