,idUser,feedback_reputation
187,94573210,0.9800000000000001
188,148493301,1.0
189,16089183,1.0
190,140105046,1.0
191,26632748,0.8800000000000001
192,151920830,0.0
193,153162064,0.0
194,152705204,0.0
195,13221325,0.96
196,27087265,1.0
197,153545685,0.0
198,153545685,0.0
199,152647101,0.0
200,152640129,0.0
201,153162946,0.0
202,17739811,0.46
203,56111979,0.8800000000000001
204,152709177,0.0
205,98299702,0.8
206,153553019,0.0
207,80564436,1.0
208,152650340,0.0
209,153553043,0.0
210,59871993,0.9800000000000001
211,15544074,0.8
212,42027061,1.0
213,39872968,1.0
214,27156811,0.9
215,153549235,0.0
216,145187858,0.9199999999999999
217,152252393,0.0
218,55763705,0.8
219,55181931,0.76
220,105143751,0.9400000000000001
221,34466531,0.0
222,151085821,0.9800000000000001
223,58563069,1.0
224,25586368,0.0
225,49725347,0.96
226,20005971,0.96
227,25086050,1.0
228,152644451,0.0
229,63882286,0.9400000000000001
230,28164313,0.96
231,153162763,0.0
232,26604715,0.8
233,153548680,0.0
234,153162064,0.0
235,62220175,1.0
236,129920070,0.0
237,151894169,0.0
238,153545793,0.0
239,14188189,1.0
240,153553043,0.0
241,77945569,1.0
242,19106184,0.9800000000000001
243,153546116,0.0
244,166572394,0.9800000000000001
245,19013816,1.0
246,75868406,0.46
247,31837212,0.9199999999999999
248,25939753,0.96
249,157682497,0.9800000000000001
250,57827930,1.0
251,54270859,0.8
252,22524464,0.9
253,176503753,0.0
254,153546116,0.0
255,51866421,0.96
256,19106184,0.9800000000000001
257,74766661,0.9800000000000001
258,47925432,0.9800000000000001
259,27270498,0.9400000000000001
260,35488926,1.0
261,68472547,0.9800000000000001
262,27087265,1.0
263,14681651,1.0
264,33263021,1.0
265,49631547,0.9400000000000001
266,70197567,1.0
267,151085821,0.9800000000000001
268,42309101,1.0
269,27727835,1.0
270,36241148,0.0
271,145821566,1.0
272,151920856,0.0
273,117953076,0.0
274,25895107,1.0
275,48679113,1.0
276,153548680,0.0
277,41283411,0.9800000000000001
278,150586866,0.0
279,127532555,0.0
280,36754294,1.0
281,151919269,0.0
282,151916367,0.0
283,118264515,1.0
284,153160833,0.0
285,105143751,0.9400000000000001
286,72370937,0.8800000000000001
287,21722377,1.0
288,142265753,0.0
289,123013040,1.0
290,48928461,1.0
291,152639750,0.0
292,81860464,1.0
293,18556760,0.96
294,54722596,1.0
295,66236715,0.0
296,161935765,1.0
297,15536518,1.0
298,16367588,0.86
299,16815542,0.8
300,12487564,0.9800000000000001
301,53556868,1.0
302,42422854,0.9
303,93418891,1.0
304,73993873,1.0
305,52427665,0.0
306,56652114,0.0
307,82198350,0.9800000000000001
308,151881556,0.0
309,29217507,1.0
310,11874253,0.9400000000000001
311,153545770,0.0
312,27156811,0.9
313,60994305,0.9800000000000001
314,90072015,0.96
315,77591660,1.0
316,65596061,1.0
317,152639750,0.0
318,153547159,0.0
319,40013165,0.9199999999999999
320,26019902,0.0
321,20238780,0.9
322,21866225,1.0
323,138281593,0.0
324,46396586,0.9400000000000001
325,144814402,0.9199999999999999
326,69840355,1.0
327,50807568,0.9
328,124940281,1.0
329,59582208,1.0
330,151881104,0.0
331,66337503,0.96
332,151899547,0.0
333,51467614,0.0
334,153547159,0.0
335,56399673,0.9800000000000001
336,77364213,0.74
337,35318727,0.96
338,151881104,0.0
339,15575595,1.0
340,172214830,1.0
341,77378125,0.96
342,14393020,0.9
343,29073881,0.9400000000000001
344,64509748,0.86
345,152640250,0.0
346,77432040,0.9800000000000001
347,14205795,0.72
348,47623809,0.0
349,15291579,1.0
350,103426272,0.96
351,90072015,0.96
352,67309968,1.0
353,63866821,1.0
354,62503987,0.0
355,52026908,0.9800000000000001
356,20509048,0.86
357,61363105,0.9
358,27270498,0.9400000000000001
359,16400790,0.9199999999999999
360,74495147,0.9
361,151915173,0.0
362,153160834,0.0
363,80198033,1.0
364,85422675,0.9800000000000001
365,37521019,1.0
366,166572394,0.9800000000000001
367,94573210,0.9800000000000001
368,68501935,1.0
369,34201813,0.96
370,151085821,0.9800000000000001
371,17577354,1.0
372,31516329,1.0
373,55532760,1.0
374,80366089,1.0
375,18146637,0.9800000000000001
376,152706226,0.0
377,143023598,0.9800000000000001
378,63333363,0.96
379,32660734,0.0
380,116987100,1.0
381,56428968,0.9400000000000001
382,85472660,1.0
383,55727734,0.9199999999999999
384,101429329,1.0
385,23986633,1.0
386,72639571,1.0
387,16536337,0.9800000000000001
388,35781276,1.0
389,46594492,1.0
390,21662709,0.0
391,66494305,0.8400000000000001
392,16599199,1.0
393,25539820,0.96
394,17872276,0.82
395,166572394,0.9800000000000001
396,50641752,0.9800000000000001
397,127580762,1.0
398,61630054,0.96
399,32795206,1.0
400,151920830,0.0
401,30019641,1.0
402,151920856,0.0
403,31528310,1.0
404,18474669,0.96
405,81669334,1.0
406,16367588,0.86
407,27244073,0.9800000000000001
408,19013816,1.0
409,163680633,0.0
410,152640250,0.0
411,22776543,0.9199999999999999
412,38056899,0.96
413,33491894,0.9800000000000001
414,40592869,1.0
415,56494322,1.0
416,36740612,1.0
417,75954482,1.0
418,28007789,0.96
419,111655353,0.9800000000000001
420,154921351,1.0
421,151881556,0.0
422,171690164,1.0
423,39038726,1.0
424,75044642,0.0
425,152631633,0.0
426,61974742,0.9199999999999999
427,37076759,1.0
428,35838897,1.0
429,170306761,0.6
430,105693975,1.0
431,1858346,0.9400000000000001
432,22410894,0.0
433,19013816,1.0
434,74046793,1.0
435,152640250,0.0
436,80174009,0.9800000000000001
437,12077396,0.9400000000000001
438,142951448,0.8
439,153548680,0.0
440,35866525,0.96
441,133822096,1.0
442,90072015,0.96
443,50641752,0.9800000000000001
444,28229988,0.9800000000000001
445,14416999,1.0
446,40928656,0.9800000000000001
447,151881556,0.0
448,152700011,0.0
449,36740612,1.0
450,32287928,0.82
451,123281762,0.0
452,151919966,0.0
453,175307779,0.9800000000000001
454,17352555,0.9800000000000001
455,153546167,0.0
456,80198033,1.0
457,71609423,1.0
458,166572394,0.9800000000000001
459,66090203,1.0
460,89387792,1.0
461,24704237,1.0
462,175803070,1.0
463,35866525,0.96
464,77364213,0.74
465,75044642,0.0
466,151058932,0.0
467,24704237,1.0
468,166572394,0.9800000000000001
469,56026199,1.0
470,112081029,0.9400000000000001
471,152647101,0.0
472,68801190,1.0
473,1370052,1.0
474,18566844,0.9800000000000001
475,40698776,0.82
476,57485696,0.9199999999999999
477,28623010,0.9800000000000001
478,69522668,0.9800000000000001
479,32778110,0.96
480,17492069,1.0
481,142876171,1.0
482,14845974,0.9199999999999999
483,24192577,0.0
484,153162064,0.0
485,25539820,0.96
486,106691297,0.96
487,151899883,0.0
488,55426687,1.0
489,13926465,0.9800000000000001
490,52794502,0.9800000000000001
491,151881140,0.0
492,18914257,1.0
493,14012635,0.9800000000000001
494,55426687,1.0
495,63713584,0.9800000000000001
496,61974742,0.9199999999999999
497,54806738,0.9800000000000001
498,152644451,0.0
499,37618554,0.96
500,157526093,1.0
501,168717609,1.0
502,19388217,0.0
503,51133636,0.9
504,123081836,1.0
505,11783680,1.0
506,151899883,0.0
507,50641752,0.9800000000000001
508,135695611,0.96
509,35866525,0.96
510,52192657,0.0
511,41098497,1.0
512,152700011,0.0
513,175307779,0.9800000000000001
514,36754294,1.0
515,82198350,0.9800000000000001
516,35866525,0.96
517,177924191,0.0
518,33663428,0.96
519,17577354,1.0
520,164434567,1.0
521,32287928,0.82
522,152638798,0.0
523,52138998,1.0
524,82004133,0.0
525,76695676,1.0
526,16233379,0.82
527,119378010,1.0
528,80564436,1.0
529,153545770,0.0
530,24925329,0.96
531,178820239,0.96
532,98299702,0.8
533,166572394,0.9800000000000001
534,29936274,0.9800000000000001
535,17696956,1.0
536,55274245,1.0
537,151899883,0.0
538,80198033,1.0
539,152639750,0.0
540,135695611,0.96
541,50040615,0.0
542,17020920,0.96
543,56181427,0.9800000000000001
544,153548680,0.0
545,108172318,0.96
546,50641752,0.9800000000000001
547,68010461,0.96
548,54040574,0.0
549,56181427,0.9800000000000001
550,108172318,0.96
551,51866421,0.96
552,153545770,0.0
553,151058932,0.0
554,52451751,0.6599999999999999
555,65596061,1.0
556,152212832,0.0
557,88894862,0.9199999999999999
558,14681651,1.0
559,65101749,0.96
560,153549235,0.0
561,153549235,0.0
562,63671319,0.9800000000000001
563,28674545,1.0
564,104418069,0.9800000000000001
565,15399315,0.86
566,59952045,1.0
567,75835285,1.0
568,151916367,0.0
569,38056899,0.96
570,80775208,1.0
571,64364726,0.0
572,175099990,1.0
573,163680633,0.0
574,56494322,1.0
575,152644451,0.0
576,153548680,0.0
577,166744495,0.9800000000000001
578,33491894,0.9800000000000001
579,126573872,0.9800000000000001
580,49563132,0.0
581,56652114,0.0
582,160672372,1.0
583,32398358,0.9800000000000001
584,63762370,0.9800000000000001
585,131189235,1.0
586,182226711,0.0
587,42909693,0.96
588,55347,0.9800000000000001
589,35866525,0.96
590,31516329,1.0
591,39208777,0.9
592,133500313,0.9400000000000001
593,68728122,0.0
594,90669002,1.0
595,165201450,0.96
596,77432040,0.9800000000000001
597,34301230,0.96
598,50506575,0.9800000000000001
599,153546116,0.0
600,77513577,0.9800000000000001
601,152631633,0.0
602,83105103,0.0
603,153545770,0.0
604,18253600,0.9
605,14465848,0.9400000000000001
606,25624824,0.96
607,35866525,0.96
608,151891652,0.0
609,152640129,0.0
610,179769415,1.0
611,83105103,0.0
612,107772522,0.8800000000000001
613,21102814,0.0
614,122669475,0.86
615,153546167,0.0
616,174942231,1.0
617,50641752,0.9800000000000001
618,52922215,0.9800000000000001
619,45595737,0.96
620,125798977,1.0
621,124871119,1.0
622,102389409,1.0
623,111252506,0.9400000000000001
624,153553043,0.0
625,29147408,0.9800000000000001
626,151915706,0.0
627,116739466,0.0
628,151899883,0.0
629,12194381,1.0
630,63121167,0.0
631,106691297,0.96
632,50431599,0.96
633,152640250,0.0
634,17818351,0.96
635,47710477,0.9800000000000001
636,26022437,0.96
637,46420781,0.9199999999999999
638,77364213,0.74
639,48409211,1.0
640,22776543,0.9199999999999999
641,68612075,0.9400000000000001
642,101429329,1.0
643,26547744,0.9400000000000001
644,135695611,0.96
645,21417007,0.9800000000000001
646,19707057,0.86
647,31893198,0.9800000000000001
648,17818351,0.96
649,58215902,0.9800000000000001
650,161594401,0.9800000000000001
651,11961669,1.0
652,151058932,0.0
653,151915173,0.0
654,77364213,0.74
655,26019902,0.0
656,104264959,1.0
657,50677581,0.0
658,54744038,0.9199999999999999
659,22410894,0.0
660,151881556,0.0
661,17474765,1.0
662,16819637,0.9800000000000001
663,151058932,0.0
664,126377201,0.8400000000000001
665,151881104,0.0
666,76820839,0.9800000000000001
667,14405149,0.96
668,77364213,0.74
669,26407148,1.0
670,16462116,1.0
671,151919269,0.0
672,151915706,0.0
673,76820839,0.9800000000000001
674,56786527,1.0
675,18430774,1.0
676,105724289,1.0
677,142191752,1.0
678,54785856,0.0
679,139558599,0.8800000000000001
680,110457643,0.8400000000000001
681,19697471,1.0
682,108278777,1.0
683,151915706,0.0
684,137287533,1.0
685,61630054,0.96
686,169561373,0.76
687,50641752,0.9800000000000001
688,22703071,0.8800000000000001
689,108087918,0.0
690,181832854,0.0
691,66122330,1.0
692,17257323,0.9400000000000001
693,63866821,1.0
694,174025740,1.0
695,141082707,1.0
696,145932120,0.9800000000000001
697,17069202,0.9199999999999999
698,42211053,0.9800000000000001
699,52651065,0.96
700,39656915,0.9400000000000001
701,42652470,0.52
702,72160791,0.9400000000000001
703,24825060,1.0
704,12869657,0.9199999999999999
705,142286074,1.0
706,14681651,1.0
707,67039208,1.0
708,46758882,0.9800000000000001
709,29100888,1.0
710,133677284,0.9400000000000001
711,152640129,0.0
712,151881104,0.0
713,14416999,1.0
714,10508676,0.9
715,39777787,0.9800000000000001
716,68612075,0.9400000000000001
717,125798977,1.0
718,38432980,1.0
719,151881556,0.0
720,26885831,0.9800000000000001
721,54806738,0.9800000000000001
722,12360190,1.0
723,75831250,0.9800000000000001
724,26942888,0.9800000000000001
725,63762370,0.9800000000000001
726,68612075,0.9400000000000001
727,168230584,0.0
728,39746242,1.0
729,160523871,0.9400000000000001
730,31223374,1.0
731,78864810,1.0
732,72160791,0.9400000000000001
733,110457643,0.8400000000000001
734,26351202,0.9400000000000001
735,22364320,0.0
736,131367394,1.0
737,22785421,0.96
738,19594134,0.9400000000000001
739,35685370,0.96
740,152700011,0.0
741,110457643,0.8400000000000001
742,18047122,0.96
743,129923525,0.9800000000000001
744,13568057,0.96
745,68612075,0.9400000000000001
746,177954532,0.0
747,19013816,1.0
748,68612075,0.9400000000000001
749,35866525,0.96
750,105841550,0.9800000000000001
751,105768544,0.9400000000000001
752,135695611,0.96
753,25975117,0.96
754,60819299,0.96
755,63127853,0.9800000000000001
756,14657229,0.2
757,31309760,0.0
758,21102814,0.0
759,32072866,0.96
760,165201450,0.96
761,17020920,0.96
762,50641752,0.9800000000000001
763,33732426,0.0
764,146953869,0.9199999999999999
765,18468637,1.0
766,14097950,0.9400000000000001
767,74021292,0.9800000000000001
768,69575272,1.0
769,166572394,0.9800000000000001
770,66122330,1.0
771,165201450,0.96
772,87686008,0.9400000000000001
773,42561414,0.9199999999999999
774,182323694,0.0
775,19013816,1.0
776,56228391,0.9400000000000001
777,168230584,0.0
778,25994815,0.9
779,12639593,1.0
